Text,Stemming,True Label,Predicted Label,Correct;;
@aniesbaswedan Apakah ada yang berlawanan dengan prinsip pribadi beliau ( Dalio ) mas ? Sehingga Dalio tidak jadi gabung danantara ?https://t.co/9POsP1yFaH,lawan prinsip pribadi beliau dalio mas dalio gabung danantara,2,2,True;;
@GenZNusantara Berita baik IHSG bikin optimisme investor terbang tinggi. Kejelasan di Danantara dan hasil positif RUPST Himbara jadi booster utama,berita ihsg bikin optimisme investor terbang jelas danantara hasil positif rupst himbara booster utama,1,1,True;;
@dheppylovelly Bangga lihat transparansi Danantara semoga investasi makin berkualitas!,bangga lihat transparansi danantara moga investasi kualitas,1,1,True;;
@PartaiSocmed Pantesan pak botak sehabis menghadap bilang mau bikin PARTAI SUPER Oh jadi danantara itu kah????? Persiapan 5 dan 10 tahun yg akan datang kah????? oplosan,pantesan botak habis hadap bilang bikin partai super oh danantara kah siap 5 10 yg kah oplos,0,0,True;;
@dheppylovelly Harapannya Investasi Danantara bakal terus transparan dan berkembang,harap investasi danantara transparan kembang,1,1,True;;
Danantara untuk Kemajuan Bangsan #IndonesiaMaju https://t.co/HtmSGtAi0v,danantara maju bangsan indonesiamaju,1,1,True;;
@chucil @Stockbit Dividend BUMN banyak dialihkan ke Danantara ga masuk ke apbn,dividend bumn alih danantara ga masuk apbn,0,0,True;;
@manganbwank SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI ï¸ Masih banyak salah seperti pendirian Danantara ï¸ ACAB berkata kasar dan mengucapkan Ndasmu Oke Gas menuju kemenangan selamat merayakan Hari Idul Fitri 1446 H ï¸,sorry yeeee maaf transparan buat ruu tni salah diri danantara acab kasar ndasmu oke gas menang selamat raya idul fitri 1446 h,0,0,True;;
@Rockjam136 @prabowo Naikan semua harga sembako harga BBM dan iuran pajak biar bisa menambah investasi danantara,naik harga sembako harga bbm iur pajak biar tambah investasi danantara,0,0,True;;
@JedTeguh03 Langkah Presiden Prabowo dukung Danantara patut diapresiasi jadi spirit buat generasi muda,langkah presiden prabowo dukung danantara patut apresiasi spirit generasi muda,1,1,True;;
@OmpungGuru @erickthohir Mau nyumbang takut untuk bangun IKN yg ga jelas .takut di tilep oleh para koruptor..takut masuk ke danantara yg ga jelas..dasar konoha,nyumbang takut bangun ikn yg ga takut tilep koruptortakut masuk danantara yg ga jelasdasar konoha,0,0,True;;
@reaareaa__ Gak ragu dukung Danantara Presiden Prabowo emang inspiratif abis,gak ragu dukung danantara presiden prabowo emang inspiratif abis,1,1,True;;
Wow bahasan Danantara jadi hilang karena berita-berita korupsi bermunculan. Kereen.,wow bahas danantara hilang beritaberita korupsi muncul kereen,0,0,True;;
@aniesbaswedan Damn danantara kenak masak sama bapak2 pengangguran ,damn danantara nak masak bapak2 anggur,0,0,True;;
Danantara Langkah Strategis Menjaga Stabilitas Ekonomi https://t.co/7ahnbG0YnS,danantara langkah strategis jaga stabilitas ekonomi,1,1,True;;
Mantap! ketat pengawaan Danantara untuk pembangunan ekonomi 8% inisiatif Presiden Prabowo #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia @KemenBUMN @TelkomIndonesia https://t.co/H8TZnjWLOe,mantap ketat awa danantara bangun ekonomi 8 inisiatif presiden prabowo berita danantara presidenprabowo investasi tepatsolutifindonesia,1,1,True;;
@sarah_pndjtn @aniesbaswedan Kalau Pak Anies emang dia dari dulu selalu posting Ray Dalio sis. Tapi mungkin saja twitnya agak satir sih berkenaan dengan Danantara yah? Aku nyimak saja gimana nanti kelanjutan Pak Ray Dalio.,anies emang posting ray dalio sis twitnya satir sih danantara yah nyimak gimana lanjut ray dalio,2,2,True;;
Danantara bawa investasi Indonesia go global. #DanantaraMasaDepanIndonesia https://t.co/4jAikVUl2C,danantara bawa investasi indonesia go global danantaramasadepanindonesia,1,1,True;;
@FrediRandi4 Danantara global sukses ajak kolaborasi besar berkat support Presiden Prabowo lewat Joint Fund Rp 67 5 triliun,danantara global sukses ajak kolaborasi berkat support presiden prabowo joint fund rp 67 5 triliun,1,1,True;;
Jika seorang Mentri dg integritas seperti ini tetap dipertahankan oleh Presiden @Prabowo maka pemerintah sekarang memang tidak peduli dg TRUST. Bisa diprediksi nasib Danantara nantinya...,tri dg integritas tahan presiden perintah peduli dg trust prediksi nasib danantara,0,0,True;;
Jangan denger tuh Konsultan2 Asing ... Lah piye pakPresiden sendiri malah pake konsultan asing #DANANTARA Omon omon . Omon ..omon !!!!@@@ https://t.co/sTL851UfNN,denger tuh konsultan2 asing piye pakpresiden pake konsultan asing danantara omon omon omon omon,0,0,True;;
@JhonSitorus_18 Nah ini maksudnya saya bang Jhon kerja + gaji dobel dobel tapi gak pernah fokus Kerjanya BUMN Utangnya numpuk ke vendor anak bangsa U-20 Ko Sekarang Danantara Juga gimana mo makin fokus Waskita PT. Timah Utang BUMN Sekarang Pertamina Juga Jur ajur...,maksud bang jhon kerja gaji dobel dobel gak fokus kerja bumn utang numpuk vendor anak bangsa u20 ko danantara gimana mo fokus waskita pt timah utang bumn pertamina jur ajur,0,0,True;;
Kemandirian ekonomi butuh pengelolaan aset negara yang kuat. #Danantara #InvestasiNasional #BPIDanantara https://t.co/Ym3SP9bIsW,mandiri ekonomi butuh kelola aset negara kuat danantara investasinasional bpidanantara,1,1,True;;
@reaareaa__ Presiden Prabowo bikin Danantara jadi sorotan dengan dukungan nyata,presiden prabowo bikin danantara sorot dukung nyata,1,1,True;;
@GenZNusantara BPI Danantara akan bikin investment opportunity lebih banyak yay for new jobs!,bpi danantara bikin investment opportunity yay for new jobs,1,1,True;;
Danantara hadir sebagai simbol babak baru ekonomi Indonesia jadi pusat investasi nasional demi masa depan yang tangguh dan berkelanjutan #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/6guqlYziq7,danantara hadir simbol babak ekonomi indonesia pusat investasi nasional tangguh lanjut danantara kerjasamadanantara investasidanantara dukungdanantara,1,1,True;;
@RagilSemar Yang jelas si penasehat Danantara itu adalah koruptor di Thailand.. Dan Buron selama bbrp tahun.. Anehnya diminta Nasehat untuk mengembangkan investasi di KONOHA.. Padahal kita tau banyak mantan koruptor disini koq gak dimintakan nasehat..?? ,si nasehat danantara koruptor thailand buron bbrp aneh nasehat kembang investasi konoha tau mantan koruptor koq gak minta nasehat,0,0,True;;
@tanyakanrl Gw tambahin sedikit ttg Danantara ini. Pada poin 1 dibawah ini seperti adanya contoh kasus oplosan pertamina yg merugikan negara saat ini masih bisa di proses hukum tapi jika sudah masuk Danantara jika ada kerugian maka para petinggi tidak bisa digugat / dipenjara https://t.co/An5A62dI9c,gw tambahin ttg danantara poin 1 bawah contoh oplos pertamina yg rugi negara proses hukum masuk danantara rugi petinggi gugat penjara,0,0,True;;
@msaid_didu gocekan issue danantara emg kudu level masiv pak distraksi nya,gocek issue danantara emg kudu level masiv distraksi nya,0,0,True;;
@reaareaa__ Bangga sih Presiden Prabowo support penuh buat Danantara,bangga sih presiden prabowo support penuh danantara,1,1,True;;
@reaareaa__ Dukungannya Prabowo ke Danantara bikin kita makin semangat ciptain karya baru,dukung prabowo danantara bikin semangat ciptain karya,1,1,True;;
@profesor_saham Sak karepmu awakku Danantara nganti jebol bol bol,sak karepmu awak danantara nganti jebol bol bol,0,0,True;;
Danantara masa depan Indonesia https://t.co/b3RNkqHu4B,danantara indonesia,1,1,True;;
@GenZNusantara Optimis banget lihat strategi BPI Danantara untuk tarik investasi dan pertumbuhan ekonomi,optimis banget lihat strategi bpi danantara tarik investasi tumbuh ekonomi,1,1,True;;
seorang ray dalio orang yang puluhan tahun kawakan di pasar china yang sangat paham betul pemerintahan sentralistik kickback2 ke petinggi2 juga hal biasa tapi gak sanggup dengan keadaan danantara... ,ray dalio orang puluh kawak pasar china paham perintah sentralistik kickback2 petinggi2 gak sanggup danantara,0,0,True;;
@reaareaa__ Presiden Prabowo kasih banyak motivasi buat Danantara biar terus berkembang,presiden prabowo kasih motivasi danantara biar kembang,1,1,True;;
@reaareaa__ Dengan support Presiden Prabowo Danantara makin pede inovasinya,support presiden prabowo danantara pede inovasi,1,1,True;;
Danantara Pilar Kemandirian Ekonomi Indonesia. #Fakta #CekFakta #BPIDanantara #Ekonomilndonesia #TerusTerang https://t.co/tBoTMdnJIs,danantara pilar mandiri ekonomi indonesia fakta cekfakta bpidanantara ekonomilndonesia terusterang,1,1,True;;
@GenZNusantara Investasi inovatif dan tepat sasaran bersama BPI Danantara masa depan lebih cerah,investasi inovatif sasar bpi danantara cerah,1,1,True;;
@akbarfaizal68 @erickthohir Sibuk ngurus PSSI pakkkk blm lg nnti Danantara #gelaplahindonesia,sibuk ngurus pssi pakkkk blm lg nnti danantara gelaplahindonesia,0,0,True;;
Ikut danantara hanya sebagai premis ,danantara premis,2,2,True;;
@RondangSib1136 Salah satu Faktor terbesarnya adanya Jokowi dan Burhanuddin Jokowi tercatat di OCCRP dan Burhanuddin mantan Napi Koruptor itu mempengaruhi Sentimen Negatif Danantara,salah faktor besar jokowi burhanuddin jokowi catat occrp burhanuddin mantan napi koruptor pengaruh sentimen negatif danantara,0,0,True;;
Bisa Datangkan Investasi dan Transparansi INDEF sebut Danantara Mampu Kelola Aset Negara ke Level Lebih Tinggi https://t.co/wORGwjGxvH,datang investasi transparansi indef danantara kelola aset negara level,1,1,True;;
@TOM5helby Kenapa tidak ditwrimakan saja dalam bentuk uang ke ortu ortu psti bertanggung jawab sama anaknya sendiri bhkn bisa plus gizi. Guru mastikan kadar gizi dicabut jk ga sesuai. Melalui vendor 70% psti ordal ambil untung blom panitia pengadaan n pengawas. Danantara ini sama modusnya,ditwrimakan bentuk uang ortu ortu psti tanggung anak bhkn plus gizi guru mastik kadar gizi cabut jk ga sesuai vendor 70 psti ordal ambil untung blom panitia ada n awas danantara modus,0,0,True;;
@GenZNusantara Kita maju bersama BPI Danantara menuju ekonomi yang lebih stabil dan berkelanjutan. Keep supporting!,maju bpi danantara ekonomi stabil lanjut keep supporting,1,1,True;;
@AndiPitopang7 @prabowo gawat ini Suruh DANANTARA infestasi dulu...!!! Pejabat bapak kok dugunya kelewatan..!!!,gawat suruh danantara infestasi jabat dugunya lewat,0,0,True;;
Ia juga menanggapi kritik soal Danantara dengan kalimat Mau yang sempurna? Ke surga aja! It's giving your toxic boyfriend yang kalau di-address masalah malah bilang Yaudah kamu cari orang lain aja se-perfect yang kamu harapkan . https://t.co/dEDUH0b8N9,tanggap kritik danantara kalimat sempurna surga aja its giving your toxic boyfriend diaddress bilang yaudah cari orang aja seperfect harap,0,0,True;;
@FrediRandi4 Indonesia makin diperhitungkan di global gara-gara langkah Danantara yang sejalan visi Presiden Prabowo,indonesia hitung global garagara langkah danantara jalan visi presiden prabowo,1,1,True;;
@JedTeguh03 Presiden Prabowo kasih bukti nyata dukung kemajuan Danantara,presiden prabowo kasih bukti nyata dukung maju danantara,1,1,True;;
Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir berencana menyuntik dana untuk PT Garuda Indonesia (Persero) dari Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara). Hal ini dilakukan sesuai dengan arahan Presiden Prabowo Subianto untuk mendorong agar https://t.co/5yuSDXHT81,menteri badan usaha milik negara bumn erick thohir rencana suntik dana pt garuda indonesia persero badan kelola investasi daya anagata nusantara bpi danantara sesuai arah presiden prabowo subianto dorong,2,2,True;;
@GenZNusantara BPI Danantara = milestone penting menuju industrialisasi dan transisi energi kece,bpi danantara milestone industrialisasi transisi energi kece,1,1,True;;
Padahal danantara pengawasnya kriminal ,danantara awas kriminal,0,0,True;;
Luhut menyebut Blair banyak membantu Indonesia. Tapi bantuan seperti apa? Apakah rakyat melihat hasilnya? Atau justru hanya segelintir elit yang menikmati? Transparansi penggunaan dana BP Danantara menjadi pertanyaan besar siapa yang benar-benar mengendalikannya?,luhut sebut blair bantu indonesia bantu rakyat hasil gelintir elit nikmat transparansi guna dana bp danantara benarbenar kendali,0,0,True;;
@tempodotco 1. Memuja Mulyono 2. Ternak buzzer botak 3. Danantara 4. Banyaklah,1 puja mulyono 2 ternak buzzer botak 3 danantara 4 banyak,0,0,True;;
@NenkMonica Danantara = Dana Antara (Keluarga) ,danantara dana keluarga,2,2,True;;
@reaareaa__ Tiap support Prabowo ke Danantara itu semangat baru buat inovator Tanah Air,support prabowo danantara semangat inovator tanah air,1,1,True;;
@e100ss Tidak perlu jargon kata kata BUKTIKAN LEWAT TINDAKAN NYATA BAHWA PAMAN TIDAK KORUPSI KOLUSI NEPOTISME GRATIFIKASI MENGELOLA DANANTARA!!!!,jargon bukti tindak nyata paman korupsi kolusi nepotisme gratifikasi kelola danantara,0,0,True;;
mbg kebijakan bpjs kesehatan ppn 12% efisiensi anggaran negara phk massal efisiensi gas LPG danantara korupsi pertamina. ini kalo ada yg ngechat lagi apa? juga gua bales lagi mikirin negara ,mbg bijak bpjs sehat ppn 12 efisiensi anggar negara phk massal efisiensi gas lpg danantara korupsi pertamina kalo yg ngechat gua bales mikirin negara,0,0,True;;
@kucingbesar90 @dimarcotop @JhonSitorus_18 Jumlah total kendaraan (mobil motor truk bus dll.) di Indonesia sekitar 164 juta. Kendaraan listriknya baru sekitar 133 ribu unit. Tidak signifikan. Sepertinya ini lebih soal ganti pemain atau ada anggota kongsi yang nggak hepi. Atau pengalihan isu Danantara dan pagar laut.,total kendara mobil motor truk bus dll indonesia 164 juta kendara listrik 133 ribu unit signifikan ganti main anggota kongsi nggak hepiatau alih isu danantara pagar laut,0,0,True;;
@dheppylovelly Danantara transparan itu menjanjikan! Yuk kita dukung bareng,danantara transparan janji yuk dukung bareng,1,1,True;;
Ray Dalio mengundurkan diri dari Lingkaran setan Danantara. Dan sepertinya sudah paham seluk beluk daleman sistemnya Danantara. Isinya penuh dengan polemik dan sarat dengan problematik terselubung.,ray dalio undur lingkar setan danantara paham seluk beluk dalem sistem danantara isi penuh polemik sarat problematik selubung,0,0,True;;
Bro rly said NKRI harga mati knp ga lo aja yg mati. Osang asing osang asing noh koruptor asing aja direkrut jadi pengawas Danantara. Melek dah lo kontol.,bro rly said nkri harga mati knp ga lo aja yg mati osang asing osang asing noh koruptor asing aja rekrut awas danantara melek dah lo kontol,0,0,True;;
@GenZNusantara Danantara dan RUPST Himbara tingkatkan kepercayaan! IHSG menguat investor makin percaya diri,danantara rupst himbara tingkat percaya ihsg kuat investor percaya,1,1,True;;
@reaareaa__ Beruntung banget Danantara punya Presiden Prabowo yang selalu support penuh,untung banget danantara presiden prabowo support penuh,1,1,True;;
@NenkMonica @erickthohir Iya tuh harus hilang 1 jabatan juga masih jadi ketua PSSI + dewan pengawas danantara haha,iya tuh hilang 1 jabat ketua pssi dewan awas danantara haha,0,0,True;;
@hoteliercrypto Bahas Ray Dalio mundur dari Danantara dan sindiran beliau di instagram bli,bahas ray dalio mundur danantara sindir beliau instagram bli,2,2,True;;
@romoatheist @prabowo @kemendagri @KPK_RI @bpkri Ini para ternak mukidi dan PS lagi di suruh serang pejabat PDI P habis dapat bayaran.semua serang.tapi goblok dia yang jadi tikus sama kavlingan laut pada diem.danantara jelas sangat merugikan rakyat pada diem kan asuuu.cocoxt buzer mukidi dan PS kaya asuuu maling teriak maling,ternak mukidi ps suruh serang jabat pdi p habis bayaransemua serangtapi goblok tikus kavlingan laut diemdanantara rugi rakyat diem asuuucocoxt buzer mukidi ps kaya asuuu maling teriak maling,0,0,True;;
@JedTeguh03 Terbaik deh Presiden Prabowo dukung Danantara terus,baik deh presiden prabowo dukung danantara,1,1,True;;
DANANTARA BERPONTENSI MENJADI KATALIS POSITIF BAGI PERTUMBUHAN EKONOMI https://t.co/UsIBjLhc1U,danantara berpontensi katalis positif tumbuh ekonomi,1,1,True;;
Danantara meningkatkan pertumbuhan ekonomi Indonesia ≡ƒç▓≡ƒç¿≡ƒç▓≡ƒç¿ #Danantara #ManfaatDanantara #DukungDanantara #DanantaraIndonesia https://t.co/IOHWtR1JVD,danantara tingkat tumbuh ekonomi indonesia danantara manfaatdanantara dukungdanantara danantaraindonesia,1,1,True;;
@hnirankara pemilihan pengawas danantara orang asing menunjukan mental inlander pemimpin bangsa ini nilai 11/100 sangat valid,pilih awas danantara orang asing tunjuk mental inlander pimpin bangsa nilai 11100 valid,0,0,True;;
Danantara hadir ciptakan ekosistem investasi yang kuat. Saatnya kita dukung bersama untuk masa depan ekonomi Indonesia! #Danantara #ManfaatDanantara #DukungDanantara #DanantaraIndonesia https://t.co/vQvNDTv41I,danantara hadir cipta ekosistem investasi kuat dukung ekonomi indonesia danantara manfaatdanantara dukungdanantara danantaraindonesia,1,1,True;;
